tax	COT1	COT2	COT3	COT4	COT5	ICO1	OUT1	OUT2	OUT3	OUT4	total
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium fermentans	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium lacusrosei	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium saccharolyticum	1	5	9	1	7	0	3	3	0	0	1
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium salsuginis	2	1	0	2	3	3	1	0	0	0	2
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halocella;Halocella cellulosilytica	2	1	1	4	1	1	1	0	0	0	2
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Iocasia;Iocasia fonsfrigidae	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halanaerobiales_Incertae_sedis;Anoxybacter;Anoxybacter fermentans	0	0	0	0	0	0	1	0	1	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halarsenatibacteraceae;Halarsenatibacter;Halarsenatibacter silvermanii	8	8	5	7	2	0	0	2	2	0	8
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Acetohalobium;Acetohalobium arabaticum	0	1	1	5	2	0	2	1	2	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Fuchsiella;Fuchsiella alkaliacetigena	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Fuchsiella;Fuchsiella ferrireducens	1	1	1	1	1	5	1	0	1	1	2
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter;Halanaerobacter chitinivorans	1	0	0	1	0	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter;Halanaerobacter lacunarum	1	0	1	0	0	0	0	0	0	1	2
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter;Halanaerobacter salinarius	8	0	5	3	3	0	2	0	0	0	8
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerocella;Halanaerocella petrolearia	0	1	1	3	1	0	1	0	1	1	1
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides;Halobacteroides elegans	1	0	0	1	0	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides;Halobacteroides halobius	0	4	0	1	2	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halonatronum;Halonatronum saccharophilum	1	2	1	0	0	0	0	0	0	1	2
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Natroniella;Natroniella acetigena	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Natroniella;Natroniella sulfidigena	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia;Orenia chitinitropha	3	0	1	1	1	2	1	4	3	3	6
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia;Orenia marismortui	2	0	0	0	0	0	5	4	2	11	13
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia;Orenia metallireducens	1	0	1	2	1	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia;Orenia salinaria	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia;Orenia sivashensis	0	2	1	2	0	0	0	1	1	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Selenihalanaerobacter;Selenihalanaerobacter shriftii	0	1	0	0	0	0	0	0	1	0	0
Bacteria;Bacillota;Clostridia;Halanaerobiales;Halothermotrichaceae;Halothermothrix;Halothermothrix orenii	2	1	1	0	2	0	1	0	0	0	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum aminivorans	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum lactatifermentans	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum neopropionicum	4	0	0	0	2	0	2	0	0	0	4
Bacteria;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum propionicum	0	2	1	1	2	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Cellulosilyticaceae;Cellulosilyticum;Cellulosilyticum lentocellum	0	2	1	0	2	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Cellulosilyticaceae;Cellulosilyticum;Cellulosilyticum ruminicola	2	2	2	2	0	0	1	0	2	0	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitalea;Defluviitalea phaphyphila	1	0	1	0	1	0	0	0	1	0	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitalea;Defluviitalea raffinosedens	0	0	0	0	0	5	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitalea;Defluviitalea saccharophila	3	2	5	1	1	0	2	0	3	2	5
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor muris	75	75	50	90	44	2	11	12	26	15	90
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis	0	0	0	0	0	16	0	0	0	3	3
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter ruminis	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii	0	0	0	0	0	0	0	2	0	1	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna aminovalerica	8	10	18	12	4	3	5	2	2	0	8
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna cellulosilytica	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna jejuensis	0	2	0	8	2	0	0	1	0	5	5
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna xylanovorans	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes butyraticus	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes faecalis	0	0	1	5	0	0	0	0	2	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerotaenia;Anaerotaenia torta	4	5	0	2	2	0	1	0	0	1	5
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus massiliensis	0	0	3	0	0	0	0	1	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Bilifractor;Bilifractor porci	11	10	5	6	5	0	3	3	1	3	14
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia argi	0	0	0	2	1	0	0	1	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia glucerasea	0	3	0	0	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia hansenii	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia hydrogenotrophica	0	4	0	0	2	0	0	1	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia intestinalis	0	0	0	0	0	0	0	0	0	2	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia liquoris	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia luti	0	0	0	0	10	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia obeum	7	7	0	5	2	1	0	0	1	0	7
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia wexlerae	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;Butyrivibrio crossotus	0	0	0	0	0	0	0	0	0	3	3
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;Butyrivibrio fibrisolvens	0	1	0	0	2	2	1	1	0	1	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;Butyrivibrio proteoclasticus	2	1	4	0	0	0	0	0	0	0	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Catonella;Catonella massiliensis	0	0	0	0	0	0	0	1	0	1	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Catonella;Catonella morbi	0	2	0	0	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus catus	1	0	1	1	0	0	0	0	0	1	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus comes	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Cuneatibacter;Cuneatibacter caecimuris	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Diplocloster;Diplocloster modestus	0	0	3	4	0	0	0	0	3	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;Dorea longicatena	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis	11	17	5	36	9	0	9	3	6	2	13
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster hominis (ex Hitch et al. 2024)	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	0	0	0	0	4	0	0	0	0	4	4
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalicatena;Faecalicatena orotica	1	1	1	0	1	2	1	1	0	1	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus;Frisingicoccus caecimuris	0	0	0	2	1	0	1	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Fusimonas;Fusimonas intestini	0	1	0	0	1	0	1	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Gluceribacter;Gluceribacter canis	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix;Herbinix hemicellulosilytica	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Hespellia;Hespellia stercorisuis	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Johnsonella;Johnsonella ignava	1	0	1	2	7	0	2	0	1	1	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	0	0	0	0	0	1	3	1	0	1	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Konateibacter;Konateibacter massiliensis	0	0	0	0	0	11	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum;Lachnoanaerobaculum saburreum	0	0	0	4	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum;Lachnoanaerobaculum umeaense	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnobacterium;Lachnobacterium bovis	2	1	0	4	1	0	0	0	3	0	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;[Clostridium] aminophilum	0	3	3	1	0	0	2	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;[Clostridium] fimetarium	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;[Clostridium] herbivorans	303	356	281	281	228	113	130	87	125	115	418
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;[Clostridium] hylemonae	24	22	34	28	25	6	7	6	4	7	31
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;[Clostridium] scindens	1	0	1	1	0	0	0	1	0	0	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;[Clostridium] symbiosum	2	4	2	7	4	0	4	0	3	0	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium phytofermentans	1	0	0	1	0	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	13	4	17	22	14	3	5	3	2	2	15
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;[Lactobacillus] rogosae	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens	4	3	5	3	6	1	1	1	0	1	5
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnotalea;Lachnotalea glycerini	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;Lacrimispora indolis	0	0	0	0	0	0	0	2	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;Lacrimispora sphenoides	0	2	0	0	0	0	0	4	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Luxibacter;Luxibacter massiliensis	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	1	0	3	3	1	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;[Ruminococcus] torques	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter faecis	0	0	0	0	0	0	0	0	1	1	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter gnavus	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mobilisporobacter;Mobilisporobacter senegalensis	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mobilitalea;Mobilitalea sibirica	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Moryella;Moryella indoligenes	1	1	0	1	0	0	0	2	2	1	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Niameybacter;Niameybacter massiliensis	0	1	1	1	10	4	0	1	1	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;Oribacterium parvum	0	4	0	2	0	0	3	1	1	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Parasporobacterium;Parasporobacterium paucivorans	0	5	1	3	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Porcincola;Porcincola intestinalis	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Pseudobutyrivibrio;Pseudobutyrivibrio ruminis	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Pseudobutyrivibrio;Pseudobutyrivibrio xylanivorans	3	5	3	13	6	5	2	8	6	5	8
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Qiania;Qiania dongpingensis	0	0	0	1	0	0	0	1	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Robinsoniella;Robinsoniella peoriensis	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Shuttleworthella;Shuttleworthella satelles	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Syntrophococcus;Syntrophococcus sucromutans	1	5	8	5	3	0	2	2	0	0	1
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;[Clostridium] nexile	1	2	0	4	0	1	0	0	0	1	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Variimorphobacter;Variimorphobacter saccharofermentans	3	0	0	0	0	0	0	0	0	0	3
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Velocimicrobium;Velocimicrobium porci	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Waltera;Waltera intestinalis	1	0	0	0	0	0	1	1	0	1	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Zhenhengia;Zhenhengia yiwuensis	0	1	1	1	1	0	3	1	4	2	2
Bacteria;Bacillota;Clostridia;Lachnospirales;Natranaerovirgaceae;Natranaerovirga;Natranaerovirga hydrolytica	0	0	1	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Natranaerovirgaceae;Natranaerovirga;Natranaerovirga pectinivora	0	0	0	0	0	0	0	1	1	0	0
Bacteria;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae;Petrocella;Petrocella atlantisensis	3	0	2	0	3	1	2	0	0	0	3
Bacteria;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae;Vallitalea;Vallitalea pronyensis	1	0	2	0	5	0	2	0	0	0	1
Bacteria;Bacillota;Clostridia;Lutisporales;Lutisporaceae;Lutispora;Lutispora thermophila	2	1	1	1	1	2	5	1	1	3	5
Bacteria;Bacillota;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;Monoglobus pectinilyticus	1	3	1	1	0	1	0	0	1	1	2
Bacteria;Bacillota;Clostridia;Moorellales;Desulfitibacteraceae;Desulfitibacter;Desulfitibacter alkalitolerans	1	1	1	3	0	0	0	1	2	2	3
Bacteria;Bacillota;Clostridia;Moorellales;Moorellaceae;Moorella;Moorella glycerini	4	0	0	7	0	0	0	0	0	0	4
Bacteria;Bacillota;Clostridia;Moorellales;Moorellaceae;Moorella;Moorella mulderi	0	1	1	0	1	0	0	1	0	1	1
Bacteria;Bacillota;Clostridia;Moorellales;Moorellaceae;Moorella;Moorella stamsii	13	16	17	14	9	0	16	9	9	6	19
Bacteria;Bacillota;Clostridia;Moorellales;Moorellaceae;Moorella;Moorella thermoacetica	2	8	2	5	5	0	3	2	3	0	2
Bacteria;Bacillota;Clostridia;Moorellales;Moorellaceae;Thermanaeromonas;Thermanaeromonas burensis	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Moorellales;Moorellaceae;Thermanaeromonas;Thermanaeromonas toyohensis	3	1	8	19	4	0	5	0	3	0	3
Bacteria;Bacillota;Clostridia;Moorellales;Zhaonellaceae;Zhaonella;Zhaonella formicivorans	4	7	1	1	0	1	0	0	0	0	4
Bacteria;Bacillota;Clostridia;Natranaerobiales;Natranaerobiaceae;Natranaerobaculum;Natranaerobaculum magadiense	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Natranaerobiales;Natranaerobiaceae;Natranaerobius;Natranaerobius thermophilus	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Acidaminobacteraceae;Acidaminobacter;Acidaminobacter hydrogenoformans	5	2	2	7	0	1	12	13	9	12	17
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Alterileibacterium;Alterileibacterium massiliense	6	2	1	3	4	1	2	1	0	0	6
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminicella;Aminicella lysinilytica	2	0	0	1	0	7	1	0	0	1	3
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminipila;Aminipila butyrica	0	0	0	0	4	1	0	5	3	3	3
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminipila;Aminipila luticellarii	1	0	0	2	0	0	1	0	3	1	2
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminipila;Aminipila terrae	5	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Anaerovorax;Anaerovorax odorimutans	0	0	0	0	0	0	0	3	7	3	3
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Bacilliculturomica;Bacilliculturomica massiliensis	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Emergencia;Emergencia timonensis	0	0	0	0	0	0	0	1	1	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium;Mogibacterium kristiansenii	4	12	8	4	0	0	0	1	0	0	4
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium;Mogibacterium neglectum	0	0	0	0	0	2	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium;Mogibacterium timidum	3	0	0	0	0	0	0	0	2	1	4
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium;Mogibacterium vescum	0	0	0	5	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Caminicellaceae;Caminicella;Caminicella sporogenes	1	2	0	0	2	0	1	0	2	2	3
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Caminicellaceae;Maledivibacter;Maledivibacter halophilus	0	1	1	0	0	0	1	0	1	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Caminicellaceae;Paramaledivibacter;Paramaledivibacter caminithermalis	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Acetoanaerobium;Acetoanaerobium noterae	0	0	5	0	0	0	0	0	3	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Acetoanaerobium;Acetoanaerobium pronyense	0	0	1	0	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Filifactor;Filifactor alocis	0	0	0	4	0	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Filifactor;Filifactor villosus	0	0	0	4	5	0	0	1	1	1	1
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Peptoanaerobacter;[Eubacterium] yurii	1	3	3	0	1	2	2	1	2	1	2
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Peptoanaerobacter;Peptoanaerobacter stomatis	17	16	30	24	22	38	33	31	24	20	37
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Proteocatella;Proteocatella sphenisci	0	0	0	0	0	0	4	5	1	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus crotonatoxidans	0	0	0	0	0	0	0	3	8	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus flagellatus	0	0	0	0	0	0	0	0	0	2	2
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus metalliredigens	0	1	1	1	0	1	1	1	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus peptidifermentans	0	0	0	0	1	0	1	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus pronyensis	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus serpentinus	0	0	1	0	0	9	0	0	0	1	1
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Natronincola;Natronincola peptidivorans	1	0	1	0	1	0	0	0	1	0	1
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Serpentinicella;Serpentinicella alkaliphila	1	3	1	3	3	0	2	0	1	2	3
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptoclostridiaceae;Peptoclostridium;Peptoclostridium acidaminophilum	0	1	0	0	0	0	0	0	0	3	3
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptoclostridiaceae;Peptoclostridium;Peptoclostridium litorale	1	1	1	0	0	2	2	1	1	1	2
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Asaccharospora;Asaccharospora irregularis	0	0	0	0	0	0	0	0	0	2	2
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile	1	0	0	4	0	0	0	0	0	0	1
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Faecalimicrobium;Faecalimicrobium dakarense	3	0	6	9	4	0	0	0	3	0	3
